xName,Manning Name,HGNC Name,Kinase Name,Group,Family,SubFamily,UniprotID,chembl_targets,type
SRC,SRC,SRC,Proto-oncogene tyrosine-protein kinase Src,TK,Src,,P12931,CHEMBL3885535,PROTEIN-PROTEIN INTERACTION
SRPK1,SRPK1,SRPK1,SRSF protein kinase 1,CMGC,SRPK,,Q96SB4,CHEMBL4375,SINGLE PROTEIN
SRPK2,SRPK2,SRPK2,SRSF protein kinase 2,CMGC,SRPK,,P78362,CHEMBL5668,SINGLE PROTEIN
CDKL5,CDKL5,CDKL5,Cyclin-dependent kinase-like 5,CMGC,CDKL,,O76039,CHEMBL1163112,SINGLE PROTEIN
TAO2,TAO2,TAOK2,Serine/threonine-protein kinase TAO2,STE,STE20,TAO,Q9UL54,CHEMBL1075195,SINGLE PROTEIN
SYK,SYK,SYK,Tyrosine-protein kinase SYK,TK,Syk,,P43405,CHEMBL2599,SINGLE PROTEIN
TAK1,TAK1,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,TKL,MLK,TAK1,O43318,CHEMBL5776,SINGLE PROTEIN
TAK1,TAK1,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,TKL,MLK,TAK1,O43318,CHEMBL3038499,PROTEIN COMPLEX
BMPR2,BMPR2,BMPR2,Bone morphogenetic protein receptor type-2,TKL,STKR,STKR2,Q13873,CHEMBL5467,SINGLE PROTEIN
TEC,TEC,TEC,Tyrosine-protein kinase Tec,TK,Tec,,P42680,CHEMBL4246,SINGLE PROTEIN
TIE2,TIE2,TEK,Angiopoietin-1 receptor,TK,Tie,,Q02763,CHEMBL4128,SINGLE PROTEIN
TIE2,TIE2,TEK,Angiopoietin-1 receptor,TK,Tie,,Q02763,CHEMBL2111375,SELECTIVITY GROUP
TESK1,TESK1,TESK1,Dual specificity testis-specific protein kinase 1,TKL,LISK,TESK,Q15569,CHEMBL5604,SINGLE PROTEIN
TGFbR2,TGFbR2,TGFBR2,TGF-beta receptor type-2,TKL,STKR,STKR2,P37173,CHEMBL4267,SINGLE PROTEIN
TIE1,TIE1,TIE1,Tyrosine-protein kinase receptor Tie-1,TK,Tie,,P35590,CHEMBL5274,SINGLE PROTEIN
TLK1,TLK1,TLK1,Serine/threonine-protein kinase tousled-like 1,Other,TLK,,Q9UKI8,CHEMBL5388,SINGLE PROTEIN
TLK2,TLK2,TLK2,Serine/threonine-protein kinase tousled-like 2,Other,TLK,,Q86UE8,CHEMBL5404,SINGLE PROTEIN
TNK1,TNK1,TNK1,Non-receptor tyrosine-protein kinase TNK1,TK,Ack,,Q13470,CHEMBL5334,SINGLE PROTEIN
TRKA,TRKA,NTRK1,High affinity nerve growth factor receptor,TK,Trk,,P04629,CHEMBL2815,SINGLE PROTEIN
TRKA,TRKA,NTRK1,High affinity nerve growth factor receptor,TK,Trk,,P04629,CHEMBL3559684,PROTEIN FAMILY
TRKA,TRKA,NTRK1,High affinity nerve growth factor receptor,TK,Trk,,P04629,CHEMBL3883331,CHIMERIC PROTEIN
TRKB,TRKB,NTRK2,BDNF/NT-3 growth factors receptor,TK,Trk,,Q16620,CHEMBL4898,SINGLE PROTEIN
TRKB,TRKB,NTRK2,BDNF/NT-3 growth factors receptor,TK,Trk,,Q16620,CHEMBL3559684,PROTEIN FAMILY
TRKC,TRKC,NTRK3,NT-3 growth factor receptor,TK,Trk,,Q16288,CHEMBL5608,SINGLE PROTEIN
TRKC,TRKC,NTRK3,NT-3 growth factor receptor,TK,Trk,,Q16288,CHEMBL3559684,PROTEIN FAMILY
TTK,TTK,TTK,Dual specificity protein kinase TTK,Other,TTK,,P33981,CHEMBL3983,SINGLE PROTEIN
TXK,TXK,TXK,Tyrosine-protein kinase TXK,TK,Tec,,P42681,CHEMBL4367,SINGLE PROTEIN
TYK2,TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,Jak,,P29597,CHEMBL3553,SINGLE PROTEIN
TYK2,TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,Jak,,P29597,CHEMBL3301390,PROTEIN COMPLEX
TYK2,TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,Jak,,P29597,CHEMBL3301391,PROTEIN COMPLEX
TYK2,TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,Jak,,P29597,CHEMBL3301392,PROTEIN COMPLEX
TYK2,TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,Jak,,P29597,CHEMBL2363062,PROTEIN FAMILY
TYK2_b,Domain2_TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,JakB,,P29597,CHEMBL3553,SINGLE PROTEIN
TYK2_b,Domain2_TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,JakB,,P29597,CHEMBL3301390,PROTEIN COMPLEX
TYK2_b,Domain2_TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,JakB,,P29597,CHEMBL3301391,PROTEIN COMPLEX
TYK2_b,Domain2_TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,JakB,,P29597,CHEMBL3301392,PROTEIN COMPLEX
TYK2_b,Domain2_TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,JakB,,P29597,CHEMBL2363062,PROTEIN FAMILY
TYRO3,TYRO3,TYRO3,Tyrosine-protein kinase receptor TYRO3,TK,Axl,,Q06418,CHEMBL5314,SINGLE PROTEIN
ULK1,ULK1,ULK1,Serine/threonine-protein kinase ULK1,Other,ULK,,O75385,CHEMBL6006,SINGLE PROTEIN
ULK2,ULK2,ULK2,Serine/threonine-protein kinase ULK2,Other,ULK,,Q8IYT8,CHEMBL5435,SINGLE PROTEIN
VRK1,VRK1,VRK1,Serine/threonine-protein kinase VRK1,CK1,VRK,,Q99986,CHEMBL1293199,SINGLE PROTEIN
VRK2,VRK2,VRK2,Serine/threonine-protein kinase VRK2,CK1,VRK,,Q86Y07,CHEMBL1649059,SINGLE PROTEIN
Wee1,Wee1,WEE1,Wee1-like protein kinase,Other,WEE,,P30291,CHEMBL5491,SINGLE PROTEIN
YES,YES,YES1,Tyrosine-protein kinase Yes,TK,Src,,P07947,CHEMBL2073,SINGLE PROTEIN
YES,YES,YES1,Tyrosine-protein kinase Yes,TK,Src,,P07947,CHEMBL2363074,PROTEIN FAMILY
YSK1,YSK1,STK25,Serine/threonine-protein kinase 25,STE,STE20,YSK,O00506,CHEMBL5552,SINGLE PROTEIN
ZAP70,ZAP70,ZAP70,Tyrosine-protein kinase ZAP-70,TK,Syk,,P43403,CHEMBL2803,SINGLE PROTEIN
LZK,LZK,MAP3K13,Mitogen-activated protein kinase kinase kinase 13,TKL,MLK,LZK,O43283,CHEMBL1163124,SINGLE PROTEIN
DDR1,DDR1,DDR1,Epithelial discoidin domain-containing receptor 1,TK,DDR,,Q08345,CHEMBL5319,SINGLE PROTEIN
ADCK1,ADCK1,ADCK1,Uncharacterized aarF domain-containing protein kinase 1,Atypical,ABC1,ABC1-B,Q86TW2,CHEMBL4105885,SINGLE PROTEIN
KDR,KDR,KDR,Vascular endothelial growth factor receptor 2,TK,VEGFR,,P35968,CHEMBL279,SINGLE PROTEIN
KDR,KDR,KDR,Vascular endothelial growth factor receptor 2,TK,VEGFR,,P35968,CHEMBL2111336,SELECTIVITY GROUP
KDR,KDR,KDR,Vascular endothelial growth factor receptor 2,TK,VEGFR,,P35968,CHEMBL2111375,SELECTIVITY GROUP
KDR,KDR,KDR,Vascular endothelial growth factor receptor 2,TK,VEGFR,,P35968,CHEMBL2111409,SELECTIVITY GROUP
KDR,KDR,KDR,Vascular endothelial growth factor receptor 2,TK,VEGFR,,P35968,CHEMBL2111428,SELECTIVITY GROUP
KDR,KDR,KDR,Vascular endothelial growth factor receptor 2,TK,VEGFR,,P35968,CHEMBL2111434,SELECTIVITY GROUP
KDR,KDR,KDR,Vascular endothelial growth factor receptor 2,TK,VEGFR,,P35968,CHEMBL2111439,PROTEIN FAMILY
KDR,KDR,KDR,Vascular endothelial growth factor receptor 2,TK,VEGFR,,P35968,CHEMBL2111440,SELECTIVITY GROUP
KDR,KDR,KDR,Vascular endothelial growth factor receptor 2,TK,VEGFR,,P35968,CHEMBL2095227,PROTEIN FAMILY
KDR,KDR,KDR,Vascular endothelial growth factor receptor 2,TK,VEGFR,,P35968,CHEMBL2111480,SELECTIVITY GROUP
ALK7,ALK7,ACVR1C,Activin receptor type-1C,TKL,STKR,STKR1,Q8NER5,CHEMBL5642,SINGLE PROTEIN
AurB,AurB,AURKB,Aurora kinase B,Other,Aur,,Q96GD4,CHEMBL2185,SINGLE PROTEIN
AurB,AurB,AURKB,Aurora kinase B,Other,Aur,,Q96GD4,CHEMBL3430907,PROTEIN COMPLEX
AurB,AurB,AURKB,Aurora kinase B,Other,Aur,,Q96GD4,CHEMBL3430911,PROTEIN FAMILY
AurB,AurB,AURKB,Aurora kinase B,Other,Aur,,Q96GD4,CHEMBL3883303,PROTEIN FAMILY
AurA,AurA,AURKA,Aurora kinase A,Other,Aur,,O14965,CHEMBL4722,SINGLE PROTEIN
AurA,AurA,AURKA,Aurora kinase A,Other,Aur,,O14965,CHEMBL3430911,PROTEIN FAMILY
AurA,AurA,AURKA,Aurora kinase A,Other,Aur,,O14965,CHEMBL3883303,PROTEIN FAMILY
AurA,AurA,AURKA,Aurora kinase A,Other,Aur,,O14965,CHEMBL3883304,PROTEIN COMPLEX
Erk5,Erk5,MAPK7,Mitogen-activated protein kinase 7,CMGC,MAPK,ERK5,Q13164,CHEMBL5332,SINGLE PROTEIN
BUB1,BUB1,BUB1,Mitotic checkpoint serine/threonine-protein kinase BUB1,Other,BUB,,O43683,CHEMBL1772932,SINGLE PROTEIN
DDR2,DDR2,DDR2,Discoidin domain-containing receptor 2,TK,DDR,,Q16832,CHEMBL5122,SINGLE PROTEIN
LIMK1,LIMK1,LIMK1,LIM domain kinase 1,TKL,LISK,LIMK,P53667,CHEMBL3836,SINGLE PROTEIN
LIMK1,LIMK1,LIMK1,LIM domain kinase 1,TKL,LISK,LIMK,P53667,CHEMBL3885599,PROTEIN FAMILY
EphA7,EphA7,EPHA7,Ephrin type-A receptor 7,TK,Eph,,Q15375,CHEMBL4602,SINGLE PROTEIN
EphA7,EphA7,EPHA7,Ephrin type-A receptor 7,TK,Eph,,Q15375,CHEMBL2363043,PROTEIN FAMILY
BMX,BMX,BMX,Cytoplasmic tyrosine-protein kinase BMX,TK,Tec,,P51813,CHEMBL3834,SINGLE PROTEIN
CTK,CTK,MATK,Megakaryocyte-associated tyrosine-protein kinase,TK,Csk,,P42679,CHEMBL4175,SINGLE PROTEIN
FRK,FRK,FRK,Tyrosine-protein kinase FRK,TK,Src,,P42685,CHEMBL4223,SINGLE PROTEIN
FRK,FRK,FRK,Tyrosine-protein kinase FRK,TK,Src,,P42685,CHEMBL2363074,PROTEIN FAMILY
NEK6,NEK6,NEK6,Serine/threonine-protein kinase Nek6,Other,NEK,,Q9HC98,CHEMBL4309,SINGLE PROTEIN
NEK7,NEK7,NEK7,Serine/threonine-protein kinase Nek7,Other,NEK,,Q8TDX7,CHEMBL4849,SINGLE PROTEIN
AAK1,AAK1,AAK1,AP2-associated protein kinase 1,Other,NAK,,Q2M2I8,CHEMBL3830,SINGLE PROTEIN
ChaK1,ChaK1,TRPM7,Transient receptor potential cation channel subfamily M member 7,Atypical,Alpha,ChaK,Q96QT4,CHEMBL1250412,SINGLE PROTEIN
PYK2,PYK2,PTK2B,Protein-tyrosine kinase 2-beta,TK,FAK,,Q14289,CHEMBL5469,SINGLE PROTEIN
SRM,SRM,SRMS,Tyrosine-protein kinase Srms,TK,Src,,Q9H3Y6,CHEMBL5703,SINGLE PROTEIN
SRM,SRM,SRMS,Tyrosine-protein kinase Srms,TK,Src,,Q9H3Y6,CHEMBL2363074,PROTEIN FAMILY
LOK,LOK,STK10,Serine/threonine-protein kinase 10,STE,STE20,SLK,O94804,CHEMBL3981,SINGLE PROTEIN
KHS2,KHS2,MAP4K3,Mitogen-activated protein kinase kinase kinase kinase 3,STE,STE20,KHS,Q8IVH8,CHEMBL5432,SINGLE PROTEIN
OSR1,OSR1,OXSR1,Serine/threonine-protein kinase OSR1,STE,STE20,FRAY,O95747,CHEMBL1163104,SINGLE PROTEIN
PAK6,PAK6,PAK6,Serine/threonine-protein kinase PAK 6,STE,STE20,PAKB,Q9NQU5,CHEMBL4311,SINGLE PROTEIN
PAK4,PAK4,PAK4,Serine/threonine-protein kinase PAK 4,STE,STE20,PAKB,O96013,CHEMBL4482,SINGLE PROTEIN
MST4,MST4,STK26,Serine/threonine-protein kinase MST4,STE,STE20,YSK,Q9P289,CHEMBL5941,SINGLE PROTEIN
STLK3,STLK3,STK39,STE20/SPS1-related proline-alanine-rich protein kinase,STE,STE20,FRAY,Q9UEW8,CHEMBL1163108,SINGLE PROTEIN
STLK5,STLK5,STRADA,STE20-related kinase adapter protein alpha,STE,STE20,STLK,Q7RTN6,CHEMBL1795198,SINGLE PROTEIN
STLK5,STLK5,STRADA,STE20-related kinase adapter protein alpha,STE,STE20,STLK,Q7RTN6,CHEMBL3885534,PROTEIN COMPLEX
STLK6,STLK6,STRADB,STE20-related kinase adapter protein beta,STE,STE20,STLK,Q9C0K7,CHEMBL4105756,SINGLE PROTEIN
TAO3,TAO3,TAOK3,Serine/threonine-protein kinase TAO3,STE,STE20,TAO,Q9H2K8,CHEMBL5701,SINGLE PROTEIN
TAO1,TAO1,TAOK1,Serine/threonine-protein kinase TAO1,STE,STE20,TAO,Q7L7X3,CHEMBL5261,SINGLE PROTEIN
HGK,ZC1/HGK,MAP4K4,Mitogen-activated protein kinase kinase kinase kinase 4,STE,STE20,MSN,O95819,CHEMBL6166,SINGLE PROTEIN
TNIK,ZC2/TNIK,TNIK,TRAF2 and NCK-interacting protein kinase,STE,STE20,MSN,Q9UKE5,CHEMBL4527,SINGLE PROTEIN
MINK,ZC3/MINK,MINK1,Misshapen-like kinase 1,STE,STE20,MSN,Q8N4C8,CHEMBL5518,SINGLE PROTEIN
MINK,ZC3/MINK,MINK1,Misshapen-like kinase 1,STE,STE20,MSN,Q8N4C8,CHEMBL3430890,PROTEIN COMPLEX
LATS1,LATS1,LATS1,Serine/threonine-protein kinase LATS1,AGC,NDR,,O95835,CHEMBL6167,SINGLE PROTEIN
LATS2,LATS2,LATS2,Serine/threonine-protein kinase LATS2,AGC,NDR,,Q9NRM7,CHEMBL5907,SINGLE PROTEIN
CDK11,CDK11,CDK19,Cyclin-dependent kinase 19,CMGC,CDK,CDK8,Q9BWU1,CHEMBL6002,SINGLE PROTEIN
CDK11,CDK11,CDK19,Cyclin-dependent kinase 19,CMGC,CDK,CDK8,Q9BWU1,CHEMBL3559691,PROTEIN FAMILY
CDK11,CDK11,CDK19,Cyclin-dependent kinase 19,CMGC,CDK,CDK8,Q9BWU1,CHEMBL3885556,PROTEIN FAMILY
CDK11,CDK11,CDK19,Cyclin-dependent kinase 19,CMGC,CDK,CDK8,Q9BWU1,CHEMBL3883323,PROTEIN COMPLEX
NIM1,NIM1,NIM1K,Serine/threonine-protein kinase NIM1,CAMK,CAMKL,NIM1,Q8IY84,CHEMBL3542,SINGLE PROTEIN
ULK3,ULK3,ULK3,Serine/threonine-protein kinase ULK3,Other,ULK,,Q6PHR2,CHEMBL5047,SINGLE PROTEIN
TTBK2,TTBK2,TTBK2,Tau-tubulin kinase 2,CK1,TTBK,,Q6IQ55,CHEMBL3337327,SINGLE PROTEIN
MASTL,MASTL,MASTL,Serine/threonine-protein kinase greatwall,AGC,MAST,,Q96GX5,CHEMBL4105826,SINGLE PROTEIN
PINK1,PINK1,PINK1,Serine/threonine-protein kinase PINK1,Other,NKF2,,Q9BXM7,CHEMBL3337330,SINGLE PROTEIN
MLKL,MLKL,MLKL,Mixed lineage kinase domain-like protein,TKL,TKL-Unique,,Q8NB16,CHEMBL1938217,SINGLE PROTEIN
DCAMKL3,DCAMKL3,DCLK3,Serine/threonine-protein kinase DCLK3,CAMK,DCAMKL,,Q9C098,CHEMBL6123,SINGLE PROTEIN
PFTAIRE2,PFTAIRE2,CDK15,Cyclin-dependent kinase 15,CMGC,CDK,PFTAIRE,Q96Q40,CHEMBL5856,SINGLE PROTEIN
PFTAIRE2,PFTAIRE2,CDK15,Cyclin-dependent kinase 15,CMGC,CDK,PFTAIRE,Q96Q40,CHEMBL3559691,PROTEIN FAMILY
STK33,STK33,STK33,Serine/threonine-protein kinase 33,CAMK,STK33,,Q9BYT3,CHEMBL6005,SINGLE PROTEIN
PRPK,PRPK,TP53RK,TP53-regulating kinase,Other,Bud32,,Q96S44,CHEMBL1938223,SINGLE PROTEIN
Erk7,Erk7,MAPK15,Mitogen-activated protein kinase 15,CMGC,MAPK,ERK7,Q8TD08,CHEMBL5198,SINGLE PROTEIN
YANK3,YANK3,STK32C,Serine/threonine-protein kinase 32C,AGC,YANK,,Q86UX6,CHEMBL5405,SINGLE PROTEIN
NEK9,NEK9,NEK9,Serine/threonine-protein kinase Nek9,Other,NEK,,Q8TD19,CHEMBL5257,SINGLE PROTEIN
TSSK3,TSSK3,TSSK3,Testis-specific serine/threonine-protein kinase 3,CAMK,TSSK,,Q96PN8,CHEMBL3414416,SINGLE PROTEIN
NuaK2,NuaK2,NUAK2,NUAK family SNF1-like kinase 2,CAMK,CAMKL,NuaK,Q9H093,CHEMBL5698,SINGLE PROTEIN
TSSK2,TSSK2,TSSK2,Testis-specific serine/threonine-protein kinase 2,CAMK,TSSK,,Q96PF2,CHEMBL6014,SINGLE PROTEIN
NEK8,NEK8,NEK8,Serine/threonine-protein kinase Nek8,Other,NEK,,Q86SG6,CHEMBL2417353,SINGLE PROTEIN
BARK2,BARK2,ADRBK2,Beta-adrenergic receptor kinase 2,AGC,GRK,BARK,P35626,CHEMBL1075166,SINGLE PROTEIN
PKD2,PKD2,PRKD2,Serine/threonine-protein kinase D2,CAMK,PKD,,Q9BZL6,CHEMBL4900,SINGLE PROTEIN
YANK2,YANK2,STK32B,Serine/threonine-protein kinase 32B,AGC,YANK,,Q9NY57,CHEMBL5912,SINGLE PROTEIN
CaMKK2,CaMKK2,CAMKK2,Calcium/calmodulin-dependent protein kinase kinase 2,Other,CAMKK,CAMKK-Meta,Q96RR4,CHEMBL5284,SINGLE PROTEIN
CCRK,CCRK,CDK20,Cyclin-dependent kinase 20,CMGC,CDK,,Q8IZL9,CHEMBL3559691,PROTEIN FAMILY
CCRK,CCRK,CDK20,Cyclin-dependent kinase 20,CMGC,CDK,,Q8IZL9,CHEMBL3559690,SINGLE PROTEIN
CLK4,CLK4,CLK4,Dual specificity protein kinase CLK4,CMGC,CLK,,Q9HAZ1,CHEMBL4203,SINGLE PROTEIN
CLK4,CLK4,CLK4,Dual specificity protein kinase CLK4,CMGC,CLK,,Q9HAZ1,CHEMBL4106176,PROTEIN FAMILY
CRK7,CRK7,CDK12,Cyclin-dependent kinase 12,CMGC,CDK,CRK7,Q9NYV4,CHEMBL3559691,PROTEIN FAMILY
CRK7,CRK7,CDK12,Cyclin-dependent kinase 12,CMGC,CDK,CRK7,Q9NYV4,CHEMBL3559692,SINGLE PROTEIN
CRK7,CRK7,CDK12,Cyclin-dependent kinase 12,CMGC,CDK,CRK7,Q9NYV4,CHEMBL4106169,PROTEIN COMPLEX
DRAK1,DRAK1,STK17A,Serine/threonine-protein kinase 17A,CAMK,DAPK,,Q9UEE5,CHEMBL4525,SINGLE PROTEIN
DRAK2,DRAK2,STK17B,Serine/threonine-protein kinase 17B,CAMK,DAPK,,O94768,CHEMBL3980,SINGLE PROTEIN
DYRK3,DYRK3,DYRK3,Dual specificity tyrosine-phosphorylation-regulated kinase 3,CMGC,DYRK,DYRK2,O43781,CHEMBL4575,SINGLE PROTEIN
PKD3,PKD3,PRKD3,Serine/threonine-protein kinase D3,CAMK,PKD,,O94806,CHEMBL2093867,PROTEIN FAMILY
PKD3,PKD3,PRKD3,Serine/threonine-protein kinase D3,CAMK,PKD,,O94806,CHEMBL2096620,PROTEIN FAMILY
PKD3,PKD3,PRKD3,Serine/threonine-protein kinase D3,CAMK,PKD,,O94806,CHEMBL2595,SINGLE PROTEIN
GCN2,GCN2,EIF2AK4,Eukaryotic translation initiation factor 2-alpha kinase 4,Other,PEK,GCN2,Q9P2K8,CHEMBL5358,SINGLE PROTEIN
GCN2_b,Domain2_GCN2,EIF2AK4,Eukaryotic translation initiation factor 2-alpha kinase 4,STE,STE-Unique,,Q9P2K8,CHEMBL5358,SINGLE PROTEIN
CLIK1,CLIK1,STK35,Serine/threonine-protein kinase 35,Other,NKF4,,Q8TDR2,CHEMBL5651,SINGLE PROTEIN
HH498,HH498,TNNI3K,Serine/threonine-protein kinase TNNI3K,TKL,MLK,HH498,Q59H18,CHEMBL5260,SINGLE PROTEIN
HIPK2,HIPK2,HIPK2,Homeodomain-interacting protein kinase 2,CMGC,DYRK,HIPK,Q9H2X6,CHEMBL4576,SINGLE PROTEIN
HRI,HRI,EIF2AK1,Eukaryotic translation initiation factor 2-alpha kinase 1,Other,PEK,,Q9BQI3,CHEMBL6029,SINGLE PROTEIN
ICK,ICK,ICK,Serine/threonine-protein kinase ICK,CMGC,RCK,,Q9UPZ9,CHEMBL1163126,SINGLE PROTEIN
IRE2,IRE2,ERN2,Serine/threonine-protein kinase/endoribonuclease IRE2,Other,IRE,,Q76MJ5,CHEMBL4105932,SINGLE PROTEIN
PASK,PASK,PASK,PAS domain-containing serine/threonine-protein kinase,CAMK,CAMKL,PASK,Q96RG2,CHEMBL6054,SINGLE PROTEIN
NDR2,NDR2,STK38L,Serine/threonine-protein kinase 38-like,AGC,NDR,,Q9Y2H1,CHEMBL4851,SINGLE PROTEIN
QSK,QSK,SIK3,Serine/threonine-protein kinase SIK3,CAMK,CAMKL,QIK,Q9Y2K2,CHEMBL6149,SINGLE PROTEIN
HUNK,HUNK,HUNK,Hormonally up-regulated neu tumor-associated kinase,CAMK,CAMKL,HUNK,P57058,CHEMBL1795165,SINGLE PROTEIN
MAP3K6,MAP3K6,MAP3K6,Mitogen-activated protein kinase kinase kinase 6,STE,STE11,,O95382,CHEMBL1163123,SINGLE PROTEIN
ZAK,ZAK,,Mitogen-activated protein kinase kinase kinase MLT,TKL,MLK,ZAK,Q9NYL2,CHEMBL3886,SINGLE PROTEIN
MPSK1,MPSK1,STK16,Serine/threonine-protein kinase 16,Other,NAK,,O75716,CHEMBL3938,SINGLE PROTEIN
MSSK1,MSSK1,SRPK3,SRSF protein kinase 3,CMGC,SRPK,,Q9UPE1,CHEMBL5415,SINGLE PROTEIN
Wnk1,Wnk1,WNK1,Serine/threonine-protein kinase WNK1,Other,WNK,,Q9H4A3,CHEMBL1075173,SINGLE PROTEIN
CDKL3,CDKL3,CDKL3,Cyclin-dependent kinase-like 3,CMGC,CDKL,,Q8IVW4,CHEMBL1163117,SINGLE PROTEIN
PAK5,PAK5,PAK7,Serine/threonine-protein kinase PAK 7,STE,STE20,PAKB,Q9P286,CHEMBL4524,SINGLE PROTEIN
PKN3,PKN3,PKN3,Serine/threonine-protein kinase N3,AGC,PKN,,Q6P5Z2,CHEMBL3627581,SINGLE PROTEIN
QIK,QIK,SIK2,Serine/threonine-protein kinase SIK2,CAMK,CAMKL,QIK,Q9H0K1,CHEMBL5699,SINGLE PROTEIN
MARK4,MARK4,MARK4,MAP/microtubule affinity-regulating kinase 4,CAMK,CAMKL,MARK,Q96L34,CHEMBL5754,SINGLE PROTEIN
SgK496,SgK496,DSTYK,Dual serine/threonine and tyrosine protein kinase,Other,Dusty,,Q6XUX3,CHEMBL1908386,SINGLE PROTEIN
RSKL1,RSKL1,RPS6KC1,Ribosomal protein S6 kinase delta-1,AGC,RSKL,,Q96S38,CHEMBL1795193,SINGLE PROTEIN
RSK4,RSK4,RPS6KA6,Ribosomal protein S6 kinase alpha-6,AGC,RSK,RSKp90,Q9UK32,CHEMBL4924,SINGLE PROTEIN
RSK4,RSK4,RPS6KA6,Ribosomal protein S6 kinase alpha-6,AGC,RSK,RSKp90,Q9UK32,CHEMBL3832633,PROTEIN FAMILY
RSK4_b,Domain2_RSK4,RPS6KA6,Ribosomal protein S6 kinase alpha-6,CAMK,RSKb,RSKb,Q9UK32,CHEMBL4924,SINGLE PROTEIN
RSK4_b,Domain2_RSK4,RPS6KA6,Ribosomal protein S6 kinase alpha-6,CAMK,RSKb,RSKb,Q9UK32,CHEMBL3832633,PROTEIN FAMILY
SGK2,SGK2,SGK2,Serine/threonine-protein kinase Sgk2,AGC,SGK,,Q9HBY8,CHEMBL5794,SINGLE PROTEIN
SSTK,SSTK,TSSK6,Testis-specific serine/threonine-protein kinase 6,CAMK,TSSK,,Q9BXA6,CHEMBL3627582,SINGLE PROTEIN
SGK3,SGK3,SGK3,Serine/threonine-protein kinase Sgk3,AGC,SGK,,Q96BR1,CHEMBL6186,SINGLE PROTEIN
TTBK1,TTBK1,TTBK1,Tau-tubulin kinase 1,CK1,TTBK,,Q5TCY1,CHEMBL1926492,SINGLE PROTEIN
DCAMKL2,DCAMKL2,DCLK2,Serine/threonine-protein kinase DCLK2,CAMK,DCAMKL,,Q8N568,CHEMBL5519,SINGLE PROTEIN
PBK,PBK,PBK,Lymphokine-activated killer T-cell-originated protein kinase,Other,TOPK,,Q96KB5,CHEMBL4896,SINGLE PROTEIN
TBK1,TBK1,TBK1,Serine/threonine-protein kinase TBK1,Other,IKK,,Q9UHD2,CHEMBL5408,SINGLE PROTEIN
TBK1,TBK1,TBK1,Serine/threonine-protein kinase TBK1,Other,IKK,,Q9UHD2,CHEMBL3038486,PROTEIN COMPLEX
TESK2,TESK2,TESK2,Dual-specificity testis-specific protein kinase 2,TKL,LISK,TESK,Q96S53,CHEMBL2069163,SINGLE PROTEIN
VRK3,VRK3,VRK3,Inactive serine/threonine-protein kinase VRK3,CK1,VRK,,Q8IV63,CHEMBL3430761,SINGLE PROTEIN
caMLCK,caMLCK,MYLK3,Myosin light chain kinase 3,CAMK,MLCK,,Q32MK0,CHEMBL4627,SINGLE PROTEIN
CK1a2,CK1a2,CSNK1A1L,Casein kinase I isoform alpha-like,CK1,CK1,,Q8N752,CHEMBL5520,SINGLE PROTEIN
ANKRD3,ANKRD3,RIPK4,Receptor-interacting serine/threonine-protein kinase 4,TKL,RIPK,,P57078,CHEMBL6083,SINGLE PROTEIN
NEK5,NEK5,NEK5,Serine/threonine-protein kinase Nek5,Other,NEK,,Q6P3R8,CHEMBL5044,SINGLE PROTEIN
CaMK1d,CaMK1d,CAMK1D,Calcium/calmodulin-dependent protein kinase type 1D,CAMK,CAMK1,,Q8IU85,CHEMBL5073,SINGLE PROTEIN
MAP3K19,MAP3K8,MAP3K19,Mitogen-activated protein kinase kinase kinase 19,STE,STE11,,Q56UN5,CHEMBL6191,SINGLE PROTEIN
NEK11,NEK11,NEK11,Serine/threonine-protein kinase Nek11,Other,NEK,,Q8NG66,CHEMBL5638,SINGLE PROTEIN
GPRK7,GPRK7,GRK7,G protein-coupled receptor kinase 7,AGC,GRK,GRK,Q8WTQ7,CHEMBL1075133,SINGLE PROTEIN
HIPK4,HIPK4,HIPK4,Homeodomain-interacting protein kinase 4,CMGC,DYRK,HIPK,Q8NE63,CHEMBL1075167,SINGLE PROTEIN
MYO3B,MYO3B,MYO3B,Myosin-IIIb,STE,STE20,NinaC,Q8WXR4,CHEMBL5654,SINGLE PROTEIN
Wnk4,Wnk4,WNK4,Serine/threonine-protein kinase WNK4,Other,WNK,,Q96J92,CHEMBL1795196,SINGLE PROTEIN
SgK110,SgK110,SBK3,Putative uncharacterized serine/threonine-protein kinase SgK110,Other,NKF1,,P0C264,CHEMBL5116,SINGLE PROTEIN
